var,region_i,region_j,n_i,n_j,nABCD,abs_SMD,IQR_pooled,skew_i,skew_j,mean_i,mean_j,sd_i,sd_j
sysbp,1,2,2188,2952,0.061606766304751745,0.16178920908785951,32,0.2562347393432245,0.2587671146426221,128.97851919561242,132.82181571815718,23.889759677900752,23.65456731268128
sysbp,1,3,2188,2030,0.02993887815086322,0.008659943104625636,32,0.2562347393432245,0.09340008998300237,128.97851919561242,129.19064039408866,23.889759677900752,25.13009249144596
sysbp,1,4,2188,2876,0.019286101480772408,0.04814643598029465,31,0.2562347393432245,0.4704011730472075,128.97851919561242,130.1192628650904,23.889759677900752,23.54259852553885
sysbp,1,5,2188,1909,0.03776374410570377,0.05771303014965086,31,0.2562347393432245,1.3227114011298648,128.97851919561242,130.379256155055,23.889759677900752,24.700166553047602
sysbp,1,6,2188,1585,0.029090903602385247,0.006230919893906058,32,0.2562347393432245,0.025777472300043302,128.97851919561242,129.12744479495268,23.889759677900752,23.91665684921427
sysbp,1,7,2188,3150,0.026192774253457195,0.06400751829223912,31,0.2562347393432245,0.34622296434899363,128.97851919561242,127.46571428571428,23.889759677900752,23.456098714236003
sysbp,1,8,2188,2916,0.058238166044622064,0.14681699510294488,31,0.2562347393432245,0.1980137642325345,128.97851919561242,132.40157750342937,23.889759677900752,22.874546009561858
sysbp,1,9,2188,3123,0.05380789462170341,0.1383712411256324,31,0.2562347393432245,0.29216998641521147,128.97851919561242,125.71789945565162,23.889759677900752,23.333586698834797
sysbp,1,10,2188,1717,0.010772706150400515,0.02136078316146482,32,0.2562347393432245,0.043049599674489215,128.97851919561242,128.47000582411184,23.889759677900752,23.698668061526345
sysbp,1,11,2188,2491,0.046818939521399545,0.12502278216156537,32,0.2562347393432245,0.2511798290243607,128.97851919561242,126.00200722601365,23.889759677900752,23.735498552837583
sysbp,1,12,2188,4352,0.04548787614301605,0.12262660350889137,32,0.2562347393432245,0.2771253280864839,128.97851919561242,126.07743566176471,23.889759677900752,23.54044087822986
sysbp,1,13,2188,2297,0.027913606746702305,0.05276809984868465,31,0.2562347393432245,0.3622979485365542,128.97851919561242,130.22899434044405,23.889759677900752,23.513021347741727
sysbp,1,14,2188,3437,0.019922103760214575,0.016129850029791226,32,0.2562347393432245,0.49158025714138326,128.97851919561242,128.58073901658423,23.889759677900752,25.139765568544103
sysbp,1,15,2188,2576,0.020714514187695078,0.04734304154331721,31,0.2562347393432245,0.3831690848897345,128.97851919561242,127.85209627329192,23.889759677900752,23.710115400456424
sysbp,1,16,2188,1231,0.12214044124253556,0.32638281785216594,32,0.2562347393432245,0.04147831253966813,128.97851919561242,136.5272136474411,23.889759677900752,21.708655468036877
sysbp,2,3,2952,2030,0.053638443041921016,0.1496369232848191,34,0.2587671146426221,0.09340008998300237,132.82181571815718,129.19064039408866,23.65456731268128,25.13009249144596
sysbp,2,4,2952,2876,0.04513213090015117,0.11451796172858235,32,0.2587671146426221,0.4704011730472075,132.82181571815718,130.1192628650904,23.65456731268128,23.54259852553885
sysbp,2,5,2952,1909,0.05646769097421853,0.10147496693917936,32,0.2587671146426221,1.3227114011298648,132.82181571815718,130.379256155055,23.65456731268128,24.700166553047602
sysbp,2,6,2952,1585,0.0539091011234583,0.1555757828125214,35,0.2587671146426221,0.025777472300043302,132.82181571815718,129.12744479495268,23.65456731268128,23.91665684921427
sysbp,2,7,2952,3150,0.08493478997289972,0.22741289394290476,32,0.2587671146426221,0.34622296434899363,132.82181571815718,127.46571428571428,23.65456731268128,23.456098714236003
sysbp,2,8,2952,2916,0.014882931429622945,0.01805905746372575,32,0.2587671146426221,0.1980137642325345,132.82181571815718,132.40157750342937,23.65456731268128,22.874546009561858
sysbp,2,9,2952,3123,0.11242036366689315,0.30242163704740554,32,0.2587671146426221,0.29216998641521147,132.82181571815718,125.71789945565162,23.65456731268128,23.333586698834797
sysbp,2,10,2952,1717,0.06645822401465398,0.18384724350411238,33,0.2587671146426221,0.043049599674489215,132.82181571815718,128.47000582411184,23.65456731268128,23.698668061526345
sysbp,2,11,2952,2491,0.10353263783784389,0.2878571877566283,33,0.2587671146426221,0.2511798290243607,132.82181571815718,126.00200722601365,23.65456731268128,23.735498552837583
sysbp,2,12,2952,4352,0.1028876707202344,0.2859408092745624,33,0.2587671146426221,0.2771253280864839,132.82181571815718,126.07743566176471,23.65456731268128,23.54044087822986
sysbp,2,13,2952,2297,0.04209331601369999,0.10989915015135907,33,0.2587671146426221,0.3622979485365542,132.82181571815718,130.22899434044405,23.65456731268128,23.513021347741727
sysbp,2,14,2952,3437,0.06914218841097786,0.17335449053093455,33,0.2587671146426221,0.49158025714138326,132.82181571815718,128.58073901658423,23.65456731268128,25.139765568544103
sysbp,2,15,2952,2576,0.0815946854745045,0.20986576336256493,31,0.2587671146426221,0.3831690848897345,132.82181571815718,127.85209627329192,23.65456731268128,23.710115400456424
sysbp,2,16,2952,1231,0.07131713701377469,0.16041288722893648,30,0.2587671146426221,0.04147831253966813,132.82181571815718,136.5272136474411,23.65456731268128,21.708655468036877
sysbp,3,4,2030,2876,0.029150649891748974,0.03835374555204227,32,0.09340008998300237,0.4704011730472075,129.19064039408866,130.1192628650904,25.13009249144596,23.54259852553885
sysbp,3,5,2030,1909,0.04171393622250836,0.047692166349296954,32,0.09340008998300237,1.3227114011298648,129.19064039408866,130.379256155055,25.13009249144596,24.700166553047602
sysbp,3,6,2030,1585,0.021308632627027077,0.002568355732588808,33,0.09340008998300237,0.025777472300043302,129.19064039408866,129.12744479495268,25.13009249144596,23.91665684921427
sysbp,3,7,2030,3150,0.043688754700990505,0.07149686941374774,31,0.09340008998300237,0.34622296434899363,129.19064039408866,127.46571428571428,25.13009249144596,23.456098714236003
sysbp,3,8,2030,2916,0.050800147064514904,0.134765750443487,33,0.09340008998300237,0.1980137642325345,129.19064039408866,132.40157750342937,25.13009249144596,22.874546009561858
sysbp,3,9,2030,3123,0.06517211672284712,0.14435315152717143,30,0.09340008998300237,0.29216998641521147,129.19064039408866,125.71789945565162,25.13009249144596,23.333586698834797
sysbp,3,10,2030,1717,0.030245854200024475,0.02943217077111668,33,0.09340008998300237,0.043049599674489215,129.19064039408866,128.47000582411184,25.13009249144596,23.698668061526345
sysbp,3,11,2030,2491,0.059090414990230516,0.13083431789506042,31,0.09340008998300237,0.2511798290243607,129.19064039408866,126.00200722601365,25.13009249144596,23.735498552837583
sysbp,3,12,2030,4352,0.06129269973075437,0.1294074534126281,30,0.09340008998300237,0.2771253280864839,129.19064039408866,126.07743566176471,25.13009249144596,23.54044087822986
sysbp,3,13,2030,2297,0.030943870530062447,0.04275691213205748,30,0.09340008998300237,0.3622979485365542,129.19064039408866,130.22899434044405,25.13009249144596,23.513021347741727
sysbp,3,14,2030,3437,0.0315198730150623,0.02426389001837425,33,0.09340008998300237,0.49158025714138326,129.19064039408866,128.58073901658423,25.13009249144596,25.139765568544103
sysbp,3,15,2030,2576,0.03839306630167057,0.054979786213952046,32,0.09340008998300237,0.3831690848897345,129.19064039408866,127.85209627329192,25.13009249144596,23.710115400456424
sysbp,3,16,2030,1231,0.12237231728728287,0.3070157187217074,31,0.09340008998300237,0.04147831253966813,129.19064039408866,136.5272136474411,25.13009249144596,21.708655468036877
sysbp,4,5,2876,1909,0.02681318782945145,0.010828064351253094,31,0.4704011730472075,1.3227114011298648,130.1192628650904,130.379256155055,23.54259852553885,24.700166553047602
sysbp,4,6,2876,1585,0.026116396080035797,0.041891011848027,32,0.4704011730472075,0.025777472300043302,130.1192628650904,129.12744479495268,23.54259852553885,23.91665684921427
sysbp,4,7,2876,3150,0.04300496650422628,0.11292935359189277,31,0.4704011730472075,0.34622296434899363,130.1192628650904,127.46571428571428,23.54259852553885,23.456098714236003
sysbp,4,8,2876,2916,0.04194425073641366,0.09833888793713441,31,0.4704011730472075,0.1980137642325345,130.1192628650904,132.40157750342937,23.54259852553885,22.874546009561858
sysbp,4,9,2876,3123,0.069903572204572,0.1878193854224553,31.5,0.4704011730472075,0.29216998641521147,130.1192628650904,125.71789945565162,23.54259852553885,23.333586698834797
sysbp,4,10,2876,1717,0.026477917103407578,0.06988065148591081,32,0.4704011730472075,0.043049599674489215,130.1192628650904,128.47000582411184,23.54259852553885,23.698668061526345
sysbp,4,11,2876,2491,0.06642223953831265,0.1742213681947837,31,0.4704011730472075,0.2511798290243607,130.1192628650904,126.00200722601365,23.54259852553885,23.735498552837583
sysbp,4,12,2876,4352,0.06318227247843464,0.17169091395896843,32,0.4704011730472075,0.2771253280864839,130.1192628650904,126.07743566176471,23.54259852553885,23.54044087822986
sysbp,4,13,2876,2297,0.01830850755929454,0.004663576078313943,30,0.4704011730472075,0.3622979485365542,130.1192628650904,130.22899434044405,23.54259852553885,23.513021347741727
sysbp,4,14,2876,3437,0.03113922241262656,0.06298939443816096,32,0.4704011730472075,0.49158025714138326,130.1192628650904,128.58073901658423,23.54259852553885,25.139765568544103
sysbp,4,15,2876,2576,0.035643717159680934,0.09597733985118,32,0.4704011730472075,0.3831690848897345,130.1192628650904,127.85209627329192,23.54259852553885,23.710115400456424
sysbp,4,16,2876,1231,0.10638036383205535,0.2785044904606403,32,0.4704011730472075,0.04147831253966813,130.1192628650904,136.5272136474411,23.54259852553885,21.708655468036877
sysbp,5,6,1909,1585,0.03731727899115318,0.05141355687092115,30,1.3227114011298648,0.025777472300043302,130.379256155055,129.12744479495268,24.700166553047602,23.91665684921427
sysbp,5,7,1909,3150,0.053099822339738534,0.12173701157285453,30,1.3227114011298648,0.34622296434899363,130.379256155055,127.46571428571428,24.700166553047602,23.456098714236003
sysbp,5,8,1909,2916,0.05620095039907948,0.08564205077200393,30,1.3227114011298648,0.1980137642325345,130.379256155055,132.40157750342937,24.700166553047602,22.874546009561858
sysbp,5,9,1909,3123,0.07776454633077969,0.19535316273652417,30,1.3227114011298648,0.29216998641521147,130.379256155055,125.71789945565162,24.700166553047602,23.333586698834797
sysbp,5,10,1909,1717,0.04405348282310198,0.07879335901618092,31,1.3227114011298648,0.043049599674489215,130.379256155055,128.47000582411184,24.700166553047602,23.698668061526345
sysbp,5,11,1909,2491,0.07236746961156684,0.18118700873342022,31,1.3227114011298648,0.2511798290243607,130.379256155055,126.00200722601365,24.700166553047602,23.735498552837583
sysbp,5,12,1909,4352,0.07184150404366825,0.17999296922888858,30,1.3227114011298648,0.2771253280864839,130.379256155055,126.07743566176471,24.700166553047602,23.54044087822986
sysbp,5,13,1909,2297,0.029181776033740666,0.006245536542573926,30,1.3227114011298648,0.3622979485365542,130.379256155055,130.22899434044405,24.700166553047602,23.513021347741727
sysbp,5,14,1909,3437,0.04618766480848203,0.07198761927084242,32.75,1.3227114011298648,0.49158025714138326,130.379256155055,128.58073901658423,24.700166553047602,25.139765568544103
sysbp,5,15,1909,2576,0.047304047888609146,0.10470303305462804,31,1.3227114011298648,0.3831690848897345,130.379256155055,127.85209627329192,24.700166553047602,23.710115400456424
sysbp,5,16,1909,1231,0.12591283439837833,0.260806506125601,30,1.3227114011298648,0.04147831253966813,130.379256155055,136.5272136474411,24.700166553047602,21.708655468036877
sysbp,6,7,1585,3150,0.042499705217727037,0.07037880650969192,31,0.025777472300043302,0.34622296434899363,129.12744479495268,127.46571428571428,23.91665684921427,23.456098714236003
sysbp,6,8,1585,2916,0.04955075700361022,0.14084242071651057,34,0.025777472300043302,0.1980137642325345,129.12744479495268,132.40157750342937,23.91665684921427,22.874546009561858
sysbp,6,9,1585,3123,0.060880297564994725,0.14489308671582893,30,0.025777472300043302,0.29216998641521147,129.12744479495268,125.71789945565162,23.91665684921427,23.333586698834797
sysbp,6,10,1585,1717,0.02678811952451511,0.027619364363090898,33,0.025777472300043302,0.043049599674489215,129.12744479495268,128.47000582411184,23.91665684921427,23.698668061526345
sysbp,6,11,1585,2491,0.060409108214658176,0.13128726815138664,30.25,0.025777472300043302,0.2511798290243607,129.12744479495268,126.00200722601365,23.91665684921427,23.735498552837583
sysbp,6,12,1585,4352,0.05744460890625968,0.1290111656332431,30,0.025777472300043302,0.2771253280864839,129.12744479495268,126.07743566176471,23.91665684921427,23.54044087822986
sysbp,6,13,1585,2297,0.021622282435783527,0.04652081999854871,30,0.025777472300043302,0.3622979485365542,129.12744479495268,130.22899434044405,23.91665684921427,23.513021347741727
sysbp,6,14,1585,3437,0.03809550231839132,0.022079885571767526,33,0.025777472300043302,0.49158025714138326,129.12744479495268,128.58073901658423,23.91665684921427,25.139765568544103
sysbp,6,15,1585,2576,0.038397078192046935,0.05361087217017383,32,0.025777472300043302,0.3831690848897345,129.12744479495268,127.85209627329192,23.91665684921427,23.710115400456424
sysbp,6,16,1585,1231,0.1254311635706055,0.3220419387658411,30,0.025777472300043302,0.04147831253966813,129.12744479495268,136.5272136474411,23.91665684921427,21.708655468036877
sysbp,7,8,3150,2916,0.08179935268943633,0.21295131827737626,31,0.34622296434899363,0.1980137642325345,127.46571428571428,132.40157750342937,23.456098714236003,22.874546009561858
sysbp,7,9,3150,3123,0.0295975328972447,0.07470830889482681,30,0.34622296434899363,0.29216998641521147,127.46571428571428,125.71789945565162,23.456098714236003,23.333586698834797
sysbp,7,10,3150,1717,0.02386479173805154,0.042659669082880373,31,0.34622296434899363,0.043049599674489215,127.46571428571428,128.47000582411184,23.456098714236003,23.698668061526345
sysbp,7,11,3150,2491,0.024268369715204116,0.062074404468081705,31,0.34622296434899363,0.2511798290243607,127.46571428571428,126.00200722601365,23.456098714236003,23.735498552837583
sysbp,7,12,3150,4352,0.022776387100539117,0.05906295548630738,31,0.34622296434899363,0.2771253280864839,127.46571428571428,126.07743566176471,23.456098714236003,23.54044087822986
sysbp,7,13,3150,2297,0.04608850208903578,0.11768595173422806,31,0.34622296434899363,0.3622979485365542,127.46571428571428,130.22899434044405,23.456098714236003,23.513021347741727
sysbp,7,14,3150,3437,0.02153853691850132,0.04579316529633743,32,0.34622296434899363,0.49158025714138326,127.46571428571428,128.58073901658423,23.456098714236003,25.139765568544103
sysbp,7,15,3150,2576,0.008468827222333553,0.016392463200967,31,0.34622296434899363,0.3831690848897345,127.46571428571428,127.85209627329192,23.456098714236003,23.710115400456424
sysbp,7,16,3150,1231,0.14429883837504676,0.394343583517847,32,0.34622296434899363,0.04147831253966813,127.46571428571428,136.5272136474411,23.456098714236003,21.708655468036877
sysbp,8,9,2916,3123,0.1097381416101526,0.2891730404731666,31,0.1980137642325345,0.29216998641521147,132.40157750342937,125.71789945565162,22.874546009561858,23.333586698834797
sysbp,8,10,2916,1717,0.062475274113740376,0.1695860902630826,32,0.1980137642325345,0.043049599674489215,132.40157750342937,128.47000582411184,22.874546009561858,23.698668061526345
sysbp,8,11,2916,2491,0.10393987006704378,0.2749531471314233,31,0.1980137642325345,0.2511798290243607,132.40157750342937,126.00200722601365,22.874546009561858,23.735498552837583
sysbp,8,12,2916,4352,0.09702511357064962,0.2717071268376658,33,0.1980137642325345,0.2771253280864839,132.40157750342937,126.07743566176471,22.874546009561858,23.54044087822986
sysbp,8,13,2916,2297,0.03749893672443872,0.09381553601496502,32,0.1980137642325345,0.3622979485365542,132.40157750342937,130.22899434044405,22.874546009561858,23.513021347741727
sysbp,8,14,2916,3437,0.06416253211869516,0.15836694898053894,34,0.1980137642325345,0.49158025714138326,132.40157750342937,128.58073901658423,22.874546009561858,25.139765568544103
sysbp,8,15,2916,2576,0.07381644808520564,0.19550680899959733,32,0.1980137642325345,0.3831690848897345,132.40157750342937,127.85209627329192,22.874546009561858,23.710115400456424
sysbp,8,16,2916,1231,0.07137103544057141,0.1830778687934804,30,0.1980137642325345,0.04147831253966813,132.40157750342937,136.5272136474411,22.874546009561858,21.708655468036877
sysbp,9,10,3123,1717,0.046377822411675346,0.11729194696911159,31,0.29216998641521147,0.043049599674489215,125.71789945565162,128.47000582411184,23.333586698834797,23.698668061526345
sysbp,9,11,3123,2491,0.014271499074542214,0.012083131634128871,30,0.29216998641521147,0.2511798290243607,125.71789945565162,126.00200722601365,23.333586698834797,23.735498552837583
sysbp,9,12,3123,4352,0.011095197740279254,0.015329259321271806,30,0.29216998641521147,0.2771253280864839,125.71789945565162,126.07743566176471,23.333586698834797,23.54044087822986
sysbp,9,13,3123,2297,0.07531299671900306,0.1927011772555012,30,0.29216998641521147,0.3622979485365542,125.71789945565162,130.22899434044405,23.333586698834797,23.513021347741727
sysbp,9,14,3123,3437,0.0449710086786064,0.11782848733111788,32,0.29216998641521147,0.49158025714138326,125.71789945565162,128.58073901658423,23.333586698834797,25.139765568544103
sysbp,9,15,3123,2576,0.03475311556639289,0.09079941451902403,31,0.29216998641521147,0.3831690848897345,125.71789945565162,127.85209627329192,23.333586698834797,23.710115400456424
